model,n_folds,win_log_loss,win_brier,podium_log_loss,podium_brier,top1_hit,spearman_rho,mae_position,p_actual_winner,sigma_test,sigma_cv
D_grid_baseline,6,0.09818513555095904,0.02976474617440909,0.22271522061783858,0.07138366791668939,0.6666666666666666,0.6700545830980614,3.2878787878787876,0.25959166666666667,5.045363268539993,4.676419468090397
A_ridge,6,0.11424373722907454,0.03383419333337121,0.24175607102059238,0.07736771587121212,0.5,0.6725014116318464,3.402987467324897,0.19566666666666666,4.6238307025007765,4.39374870826158
B_random_forest,6,0.11864786705474717,0.03485391435606818,0.25423960801777884,0.08262583829545454,0.3333333333333333,0.6836062488236402,3.3087874970240403,0.18801666666666664,4.60917835291646,4.489895751498213
C_gradient_boosting,6,0.14488104049267253,0.03962769696970454,0.2987620954197328,0.09969012901515152,0.16666666666666666,0.6657255787690571,3.512960142636206,0.15288333333333334,4.832964930721875,4.803140875229251
B3_uniform,6,0.18490739916777563,0.04338842975206614,0.3983071138052843,0.1177685950413223,,,,0.04545454545454545,,
B1_pole_wins,6,0.41865280478684525,0.0303029696979697,1.6746082191458813,0.12121187878887879,0.6666666666666666,,,0.6666666666666666,,
B2_champ_leader_wins,6,0.8373046095731905,0.060605939394939405,1.8839341215390542,0.13636336363736365,0.3333333333333333,,,0.3333333333333333,,
