season,round,event_name,session_type,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session1DateUtc,Session2,Session2Date,Session2DateUtc,Session3,Session3Date,Session3DateUtc,Session4,Session4Date,Session4DateUtc,Session5,Session5Date,Session5DateUtc,F1ApiSupport
2026,11,Hungarian Grand Prix,EVENT,11,Hungary,Budapest,FORMULA 1 AWS HUNGARIAN GRAND PRIX 2026,2026-07-26,Hungarian Grand Prix,conventional,Practice 1,2026-07-24 13:30:00+02:00,2026-07-24 11:30:00,Practice 2,2026-07-24 17:00:00+02:00,2026-07-24 15:00:00,Practice 3,2026-07-25 12:30:00+02:00,2026-07-25 10:30:00,Qualifying,2026-07-25 16:00:00+02:00,2026-07-25 14:00:00,Race,2026-07-26 15:00:00+02:00,2026-07-26 13:00:00,True
