season,round,event_name,session_type,Time_s,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
2026,7,Barcelona Grand Prix,R,39.641000,30.700000,30.200000,1001.000000,False,50.400000,116,4.000000
2026,7,Barcelona Grand Prix,R,99.646000,30.700000,30.300000,1000.900000,False,50.700000,102,2.100000
2026,7,Barcelona Grand Prix,R,159.647000,30.600000,30.700000,1001.000000,False,51.300000,93,2.900000
2026,7,Barcelona Grand Prix,R,219.646000,30.700000,30.300000,1000.900000,False,50.500000,145,4.300000
2026,7,Barcelona Grand Prix,R,279.646000,30.700000,30.000000,1000.900000,False,50.300000,122,2.900000
2026,7,Barcelona Grand Prix,R,339.659000,30.600000,30.500000,1001.000000,False,50.300000,181,2.900000
2026,7,Barcelona Grand Prix,R,399.642000,30.600000,30.400000,1000.900000,False,51.900000,144,2.000000
2026,7,Barcelona Grand Prix,R,459.651000,30.600000,30.100000,1000.900000,False,50.300000,144,3.400000
2026,7,Barcelona Grand Prix,R,519.642000,30.500000,30.000000,1000.800000,False,50.700000,87,2.900000
2026,7,Barcelona Grand Prix,R,579.643000,30.400000,30.300000,1000.900000,False,50.800000,167,2.100000
2026,7,Barcelona Grand Prix,R,639.655000,30.500000,30.900000,1000.800000,False,51.800000,168,1.400000
2026,7,Barcelona Grand Prix,R,699.647000,30.600000,30.500000,1000.800000,False,51.400000,149,1.900000
2026,7,Barcelona Grand Prix,R,759.656000,30.600000,30.100000,1000.800000,False,51.600000,163,3.300000
2026,7,Barcelona Grand Prix,R,819.662000,30.600000,29.700000,1000.800000,False,50.700000,156,2.200000
2026,7,Barcelona Grand Prix,R,879.663000,30.600000,30.200000,1000.900000,False,51.400000,169,0.800000
2026,7,Barcelona Grand Prix,R,939.663000,30.600000,30.300000,1000.900000,False,51.700000,88,1.600000
2026,7,Barcelona Grand Prix,R,999.660000,30.600000,30.000000,1000.900000,False,50.200000,99,4.500000
2026,7,Barcelona Grand Prix,R,1059.661000,30.600000,30.000000,1000.800000,False,51.400000,132,1.100000
2026,7,Barcelona Grand Prix,R,1119.665000,30.600000,29.600000,1000.800000,False,50.800000,129,2.500000
2026,7,Barcelona Grand Prix,R,1179.666000,30.500000,29.700000,1000.800000,False,50.800000,92,4.100000
