season,round,event_name,session_type,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session1DateUtc,Session2,Session2Date,Session2DateUtc,Session3,Session3Date,Session3DateUtc,Session4,Session4Date,Session4DateUtc,Session5,Session5Date,Session5DateUtc,F1ApiSupport
2026,6,Monaco Grand Prix,EVENT,6,Monaco,Monte Carlo,FORMULA 1 LOUIS VUITTON GRAND PRIX DE MONACO 2026,2026-06-07,Monaco Grand Prix,conventional,Practice 1,2026-06-05 13:30:00+02:00,2026-06-05 11:30:00,Practice 2,2026-06-05 17:00:00+02:00,2026-06-05 15:00:00,Practice 3,2026-06-06 12:30:00+02:00,2026-06-06 10:30:00,Qualifying,2026-06-06 16:00:00+02:00,2026-06-06 14:00:00,Race,2026-06-07 15:00:00+02:00,2026-06-07 13:00:00,True
